ID,Name,Proponent,Project Type,AFOLU Activities,Methodology,Status,Country/Area,Estimated Annual Emission Reductions,Region,Project Registration Date,Crediting Period Start Date,Crediting Period End Date
2057,Renewable Solar Power Project By SolarArise India Projects Pvt. Ltd.,SolarArise India Projects Pvt. Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"44,541",Asia,2021-07-27,2021-01-05,2031-01-04
2058,50MW Greenfield Solar Plant in UP by Jakson Group,Jakson Power Pvt. Ltd,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"85,873",Asia,2021-07-27,2021-07-01,2031-06-30
2059,Renewable Solar Power Project by Mahindra Renewables Private Limited,Mahindra Renewables Private Limited.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"389,911",Asia,2022-05-12,2018-07-06,2028-07-05
2060,Suba and Usaquen Hydroelectric Umbrella Project,Empresa de Acueducto y Alcantarillado de Bogota E.S.P,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,Colombia,"8,284",Latin America,2020-11-10,2023-04-15,2033-04-14
2061,Diadema II Wind Farm,E G Wind S.A.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Argentina,"57,872",Latin America,2020-07-13,2019-09-18,2029-09-17
813,Inner Mongolia Chifeng Gaofeng Wind Power Project,"Chifeng Xinsheng Wind Power Co., Ltd",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"150,915",Asia,2020-04-06,,
2052,Renewable Wind Power Project by Axis Wind Farms (Rayalaseema) Pvt. Ltd,Axis Wind Farms (Rayalaseema) Pvt. Ltd,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"202,492",Asia,2020-08-20,2018-03-02,2028-03-01
2053,Smart Anatolia Bundled Solar Project,Smart Holding Anonim Sirketi,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,Turkey,"26,420",Middle East,2020-11-18,2018-01-01,2027-12-31
2054,Installation of 240 MW Hydroelectric Project at Kutehr in the Chamba district of Himachal Pradesh by JSW Energy,JSW Energy Kutehr Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"873,698",Asia,2020-07-20,2016-10-01,2026-09-30
2041,123 MW SOLAR PV IPP PROJECT ON LANDFILL IN BAHRAIN,South Pole Carbon Asset Management Ltd,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Bahrain,"203,808",Middle East,2020-08-26,2021-08-01,2031-07-31
2042,Renewable Wind Power Project by Adani,Adani Green Energy Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"172,333",Asia,2021-03-24,2019-06-29,2029-06-28
2046,200 MW Kom Ombo Solar PV Power Project In Egypt,ACWA Power Komombo for Energy,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Egypt,"340,821",Africa,2021-03-10,2021-04-01,2031-03-31
2033,3.5 MW Small Hydro Project In Himachal Pradesh,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,"14,462",Asia,2020-08-23,2018-02-23,2028-02-22
2036,OUARZAZATE IV CONCENTRATED SOLAR POWER PROJECT,Numerco Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Morocco,"150,272",Africa,2021-07-12,2018-07-04,2025-07-03
2037,Bundled Solar PV Rooftop Project by MAS - Phase I,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,Sri Lanka,"15,090",Asia,2023-03-22,2018-06-08,2028-06-07
2038,Energising Indian homes by Solar rooftop projects,Azure Power India Pvt ltd,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"140,874",Asia,2021-04-12,2017-12-28,2027-12-27
2040,Vinh Hao 6 Solar Power Project,Vinh Hao 6 Power Limited Liability Company,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Viet Nam,"83,750",Asia,2020-12-14,2019-06-18,2029-06-17
2023,Renewable Solar Power Project By Rishabh Renergy,Rishabh Renergy Private Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,"23,089",Asia,2021-07-12,2018-03-28,2028-03-27
2026,Allain Duhangan Hydroelectric Project (ADHP),AD Hydro Power Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"494,668",Asia,2021-01-28,,
2014,50 MW SOLAR PROJECT BY AVAADA IN UP (INDIA),Avaada Non-Conventional UPProject Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"90,941",Asia,2020-11-18,2021-02-21,2031-02-20
2016,Grouped Solar Projects in Jordan,South Pole Carbon Asset Management Ltd,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Jordan,"39,475",Middle East,2020-06-24,2019-12-01,2029-11-30
2017,Karnataka Pavagada-II Solar Project by Avaada (150 MW),Avaada Solarise Energy Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"305,870",Asia,2020-11-18,2019-11-08,2029-11-07
2018,Santana Renewable Energy,Alianca Geracao de Energia S.A.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Brazil,"241,485",Latin America,2020-08-28,2021-11-01,2031-10-31
2019,"100 MW grid connected Wind Power project in Jamnagar Gujarat, India",Verdant Renewables Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"363,796",Asia,2022-11-03,2019-06-21,2029-06-20
2020,250 MW Wind Power Project by Mytrah Energy,M/s Mytrah Vayu (Sabarmati) Pvt. Ltd,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"506,370",Asia,2019-12-24,2019-01-30,2029-01-29
2021,Gravier Renewable Energy1,Alianca Geracao de Energia S.A.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Brazil,"124,580",Latin America,2020-06-04,2021-08-01,2031-07-31
537,Wind based renewable energy project in Gujarat,Apraava Energy Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"107,173",Asia,2020-04-06,,
2003,Benban Solar PV Project (Plot 3_1),Alcom Energy,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Egypt,"85,879",Africa,2020-09-22,2019-08-27,2029-08-26
2004,Ouarzazate II Concentrated Solar Power Project,Numerco Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Morocco,"406,293",Africa,2020-07-01,2018-04-25,2025-04-24
2005,OUARZAZATE III CONCENTRATED SOLAR POWER PROJECT,Numerco Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Morocco,"406,293",Africa,2020-07-01,2018-11-06,2025-11-05
2007,Benban Solar PV Project (Plot 43_4),Acwa Ben Ban one for Energy,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Egypt,"83,683",Africa,2020-09-21,2019-09-08,2029-09-07
2008,Benban Solar PV Project Plot (42_4),TK for Solar and Renewable Energy Systems,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Egypt,"34,914",Africa,2020-09-22,2019-08-20,2029-08-19
1997,TROPICAL WIND IN THAILAND,"Tropical Wind Co., Ltd",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Thailand,"162,898",Asia,2020-04-14,2018-09-28,2028-09-27
1998,Cerro Dominador Concentrating Solar Power Plant in Chile,CERRO DOMINADOR CSP S.A.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Chile,"640,131",Latin America,2020-05-27,2021-04-10,2031-04-09
1999,KRISSANA WIND POWER IN THAILAND,"Krissana Wind Power Co., Ltd",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Thailand,"143,153",Asia,2020-09-11,2018-12-28,2028-12-27
2000,K.R.S. THREE IN THAILAND,"KRS Three Co., Ltd",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Thailand,"157,065",Asia,2020-08-18,2018-09-28,2028-09-27
2001,K.R. ONE IN THAILAND,"KR One Co., Ltd",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Thailand,"148,089",Asia,2020-08-18,2019-03-16,2029-03-15
2002,THEPARAK WIND IN THAILAND,"Theparak Wind Co., Ltd",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Thailand,"156,167",Asia,2019-12-16,2018-11-27,2028-11-26
1996,GENNEIA SOLAR PROJECTS IN  ARGENTINA,GENNEIA S.A.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Argentina,"85,157",Latin America,2020-07-20,2018-12-01,2028-11-30
1992,ENERGY EFFICIENCY IN STEAM TURBINE GENERATOR SYSTEMS BY HZL,Hindustan Zinc Limited,Energy industries (renewable/non-renewable sources),,AMS-II.B.,Registered,India,"63,138",Asia,2020-01-01,2020-05-30,2030-05-29
1993,Bundled Wind Power project in Koppal Karnataka,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"266,634",Asia,2020-06-25,2018-03-02,2028-03-01
1995,Folha Larga Sul Renewable Energy,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Brazil,"332,753",Latin America,2021-02-17,2020-05-14,2030-05-13
1985,"100 MW Bundled Wind Power Project in Anantapuram, Andhra Pradesh",Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"192,849",Asia,2020-02-07,2018-03-22,2028-03-21
1989,Oualidia 1&2 Wind Projects.,AERA Group,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Morocco,"54,114",Africa,2019-12-20,2020-01-01,2029-12-31
1990,"40MW Bundled Solar Project in Telangana, India",Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"79,241",Asia,2020-03-16,2017-12-22,2027-12-21
1981,"Waste Heat Recovery Power Project at JK Cement Works (Unit of JK Cement Limited), Nimbahera, Chittorgarh, Rajasthan",JK Cement Ltd. (JKCL),Energy industries (renewable/non-renewable sources),,ACM0012,Registered,India,"70,796",Asia,2022-03-16,,
1982,Ngodwana Biomass to Energy Project,Ngodwana Energy (Pty) Ltd.,Energy industries (renewable/non-renewable sources),,ACM0018,Registered,South Africa,"188,150",Africa,2022-01-05,2020-08-01,2030-07-31
1983,Guangdong Taishan Shangchuandao Island Phase II Wind Farm Project,Credits transferred from approved GHG program,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"28,813",Asia,2019-11-06,,
1976,Renewable Solar Power Project by Shapoorji Pallonji,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"432,770",Asia,2020-08-23,2018-04-08,2028-04-07
1974,Srepok 1 Solar Power Project,Dai Hai Power Development and Invesment Joint Stock Company,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Viet Nam,"64,206",Asia,2020-07-14,2019-01-28,2029-01-27
1975,Hong Phong 4 Solar 48 MW Project,"Ha Do Binh Thuan Co., Ltd",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Viet Nam,"77,400",Asia,2019-11-01,2019-06-04,2029-06-03
202,Bom Jesus Ceramic Fuel Switching Project,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.E.,Registered,Brazil,"9,356",,2020-04-13,2017-01-01,2026-12-31
1971,SAKAL SOLAR FARM,AERA Group,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Senegal,"22,270",Africa,2020-06-11,2018-07-24,2028-07-23
1972,Guangxi Longan Biomass Power Project,Guangxi Deli New energy Technology Co. ltd,Energy industries (renewable/non-renewable sources),,ACM0006,Registered,China,"95,542",Asia,2019-12-12,2019-01-22,2029-01-21
1968,Grid Connected Wind Energy Project in Gujarat,Apraava Energy Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"759,489",Asia,2020-05-08,2023-04-07,2033-04-06
1969,Carbono Verde AR Project,Amazon Reforestation Consortium.,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registered,Brazil,"516,780",Latin America,2020-12-17,2016-01-01,2045-12-31
1970,Ventus Wind Farm in El Salvador,"Ventus, S.A.de C.V",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,El Salvador,"103,593",Latin America,2019-12-04,2020-11-01,2030-10-31
1965,Cat Hiep Solar Power Project,Binh Dinh TTP Energy and High Technology Joint Stock Company,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Viet Nam,"59,541",Asia,2020-07-14,2019-06-05,2029-06-04
743,Pawan Urja Vistaran: Small entities combined wind power project in India - 2007,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"53,813",Asia,2020-04-06,,
1964,Quang Minh Solar Power Project,Srepok Solar Power Joint Stock Company,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Viet Nam,"55,884",Asia,2019-10-12,2019-01-31,2029-01-30
1963,Tataouine Solar Photovoltaic Plant in Tunisia,SEREE,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,Tunisia,"14,376",Africa,2019-11-21,2020-03-14,2030-03-13
1960,Northern Great Plains Regenerative Grazing Project,"Native, a Public Benefit Corporation",Agriculture Forestry and Other Land Use,ALM,VM0026,Registered,United States,"32,514",North America,2022-03-18,2018-12-01,2038-11-30
1958,My Son - Hoan Loc Viet Solar Energy Project,My Son Hoan Loc Viet Solar Energy Joint Stock Company,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Viet Nam,"65,871",Asia,2019-10-08,2019-06-19,2029-06-18
1959,Aussenkehr solar,AERA Group,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,Namibia,"14,673",Africa,2019-08-11,2017-11-20,2027-11-19
1953,Floresta Verde REDD+ Project,Floresta Verde Serviços Ltda.,Agriculture Forestry and Other Land Use,REDD,VM0015,Registered,Brazil,"340,000",Latin America,2020-09-28,2016-01-01,2045-12-31
1954,Badamsha Wind Farm in Kazakhstan,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Kazakhstan,"232,137",Asia,2019-11-26,2020-03-24,2030-03-23
1949,Longyuan Mulilo De Aar Maanhaarberg Wind Energy Facility,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,South Africa,"304,155",Africa,2020-12-02,2017-10-31,2027-10-30
1950,Longyuan Mulilo De Aar 2 North Wind Energy Facility,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,South Africa,"433,929",Africa,2021-02-22,2017-11-01,2027-10-31
795,Dalmia Chini Mills Nigohi Project,Dalmia Bharat Sugar and Industries Limited,Energy industries (renewable/non-renewable sources),,ACM0006,Registered,India,"32,795",Asia,2020-04-06,,
809,Wind power project by AL – Wind Energy in Tamilnadu,AL-Wind Energy,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,"17,561",Asia,2020-04-06,2017-02-21,2027-02-20
1947,Inner Mongolia Wujier Phase I Wind Power Project,"Inner Mongolia Xinjin Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"120,508",Asia,2019-10-29,2020-07-04,2030-07-03
275,"5MW Wind Mill Project of RBD by M/s. Rakesh Builders| Developers in Tirunelveli District, Tamil Nadu, India",RAKESH BUILDERS | DEVELOPERS,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,"11,147",Asia,2020-04-06,,
1946,Renewable Wind Power Project by Hero Future Energies,Hero Future Energies Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"50,140",Asia,2019-09-09,2017-12-29,2027-12-28
168,Bundled Wind Project Activity by M/s Bhagyanagar India Ltd and M/s Surana Telecom and Power Limited,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,"21,499",Asia,2020-04-06,2016-10-01,2026-09-30
1945,MSA-1 Hydropower Plant,Araucania Power SpA,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,Chile,"10,111",Latin America,2020-07-30,2018-09-01,2028-08-31
1944,Livelihoods Mount Elgon Project,Livelihoods Fund SICAV SIF,Agriculture Forestry and Other Land Use,ALM,VM0017,Registered,Kenya,"53,142",Africa,2024-04-19,2016-03-02,2036-03-01
392,Gansu Datang Yumen 49 MW Wind Power Project,"Gansu Datang Yumen Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"96,969",Asia,2020-04-06,2020-12-28,2027-12-27
1941,Sustainable City Projects at India’s Cleanest City- Indore,Indore Smart City Development Ltd,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0002; ACM0022,Registered,India,"283,396",Asia,2019-08-26,2017-10-12,2027-10-11
1936,WIND POWER GROUPED PROJECT BY CELSIA COLOMBIA - BEGONIA POWER,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002; AMS-I.D.,Registered,Colombia,"166,385",Latin America,2021-03-10,2021-02-01,2031-01-31
1935,Hubei Hongshan IFM (Conversion of Logged to Protected Forest) Project,"Zhejiang Zhongzheng Forestry Development Co.,Ltd",Agriculture Forestry and Other Land Use,IFM,VM0010,Registered,China,"292,309",Asia,2020-06-04,2015-01-01,2044-12-31
1934,"Patikari Hydro Electric Power Project in Distt-Mandi, Himachal Pradesh, India",Patikari Power Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"58,583",Asia,2020-06-15,,
1933,Mavibayrak Biomass Power Plant Project,Mavibayrak Enerji Uretim A.S.,Energy industries (renewable/non-renewable sources),,ACM0018,Registered,Turkey,"35,612",Asia,2019-12-19,2018-01-02,2028-01-01
1931,Energising India using Solar Energy Projects,Azure Power India Pvt ltd,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"684,229",Asia,2019-11-26,2017-09-19,2027-09-18
699,"Yiyang Xiushan Hydropower Project, P.R. China","TAOHUAJIANG ENERGY DEVELOPMENT CO., LTD",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"240,000",Asia,2020-04-06,,
455,Maracá Ceramic Fuel Switching Project,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.E.,Registered,Brazil,"11,996",Latin America,2020-04-06,2018-03-01,2028-02-29
1930,Henan Nanzhao Afforestation Project,"Beijing Pingtouge Forestry Carbon Technology Development Co.,Ltd",Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registered,China,"493,806",Asia,2020-05-27,2014-10-20,2074-10-19
522,Chile: Lircay Run-Of-River Project,Hidromaule S.A,Energy industries (renewable/non-renewable sources),,AM0026,Registered,Chile,"53,040",Latin America,2020-04-06,,
1929,Electrify America - EV Charging Network Carbon Credits,Electrify America,Transport,,VM0038,Registered,United States,"7,989",North America,2020-07-21,2019-01-01,2028-12-31
1926,Iota M. Firinci Solar Power Project,IOTA Gunes Enerjisi Elektrik Uretim ve Ticaret A.S.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,Turkey,"8,726",Asia,2022-01-11,2020-08-13,2030-08-12
1920,24.45 MW Biomass based project in Punjab,Satia Industries Limited,Energy industries (renewable/non-renewable sources),,ACM0006,Registered,India,"208,613",Asia,2019-09-17,2017-09-15,2027-09-14
1921,Van Solar Power Project,Omicron Güneş Enerjisi Elektrik Üretim ve Tic. A.Ş.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,"33,629",Asia,2022-01-11,2018-09-20,2028-09-19
1923,Yaysun-MT Solar Power Project,Yaysun Elektrik Üretim Sanayi ve Ticaret A.Ş.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,"22,906",Asia,2022-01-11,2018-09-27,2028-09-26
1925,ME-SE Solar Power Project,ME-SE Enerji A.S.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,Turkey,"10,504",Asia,2022-01-11,2018-09-27,2028-09-26
1918,Paradigm Kenya Clean Cookstoves Project,"Blue Source, LLC",Energy demand,,AMS-II.G.,Registered,Kenya,"49,416",Africa,2019-08-23,2017-04-26,2027-04-25
1001,Inner Mongolia Yihewusu Phase II 49.5 MW Wind Power Project,"Inner Mongolia Xinjin Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"67,000",Asia,2020-04-06,,
1916,Quebec Forestry Sector Carbon Sequestration Grouped Project Pivot,Multiple Proponents,Agriculture Forestry and Other Land Use,ARR; IFM,VM0034,Registered,Canada,"127,162",North America,2021-04-26,2018-01-01,2097-12-31
1914,150 MW Solar Project in Karnataka by Avaada Solar,Avaada Solar Energy Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"319,470",Asia,2020-05-08,2018-12-20,2028-12-19
1915,Ombepo Wind,AERA Group,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,Namibia,"32,464",Africa,2019-08-01,2017-09-08,2027-09-07
1913,Erzurum Hinis Solar Power Plant,Galata Wind Enerji A.S.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,Turkey,"7,711",Asia,2019-10-31,2019-01-01,2028-12-31
1908,"Denizli Wind Power Project, Turkey",Korda Enerji Uretim Pazarlama Ithalat ve Ihracat A.S.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,"105,524",Asia,2022-01-11,2019-09-13,2029-09-12
1911,King County Rural Forest Carbon Project,"King County Department of Natural Resources, Water and Land Division",Agriculture Forestry and Other Land Use,IFM,VM0012,Registered,United States,"9,195",North America,2020-09-29,2015-01-01,2114-12-31
386,La Cascada 2.3 MW Hydroelectric Project,Prestadora de Servicios Públicos La Cascada SA ESP,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Colombia,"5,139",Latin America,2020-04-06,,
1905,"Kocalar Wind Power Project, Turkey",Isider Enerji Uretim Pazarlama Ithalat ve Ihracat A.S.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,"58,118",Asia,2022-01-11,2019-03-14,2029-03-13
1906,"Hasanoba Wind Power Project, Turkey",Kovanci Enerji Uretim Pazarlama Ithalat ve Ihracat A.S.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,"87,290",Asia,2022-01-11,2019-09-06,2029-09-05
1907,"Üçpinar Wind Power Project, Turkey",Derbent Enerji Uretim Pazarlama Ithalat ve Ihracat A.S.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,"180,032",Asia,2022-01-11,2019-06-18,2029-06-17
1904,Wind Power Project in Tamil Nadu by Green Infra Renewable Energy Limited,Green Infra Renewable Energy Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"707,515",Asia,2020-09-07,2018-10-08,2028-10-07
1903,VTRM Renewable Energy 2,AUREN ENERGIA S.A.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Brazil,"439,950",Latin America,2020-04-06,2017-08-02,2027-08-01
1900,Makame Savannah REDD,Carbon Tanzania,Agriculture Forestry and Other Land Use,REDD,VM0007,Registered,Tanzania,"136,411",Africa,2020-10-02,2016-04-27,2046-04-26
1899,Sumatra Merang Peatland Project (SMPP),Multiple Proponents,Agriculture Forestry and Other Land Use,ARR; WRC,VM0007,Registered,Indonesia,"1,338,569",Asia,2020-06-04,2016-01-01,2062-12-31
1898,50 MW Tsetsii Wind Farm in Mongolia,Clean Energy Asia LLC,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Mongolia,"175,767",Asia,2019-11-11,2017-11-27,2027-11-26
1896,Hunan Northern and Northwestern Area Afforestation Project,"Jilin Forest Industry Environmental Technology Co., Ltd.",Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registered,China,"286,518",Asia,2020-11-03,2017-05-15,2057-05-14
1893,"18 MW Kemphole Mini Hydel Scheme (KMHS), by International Power Corporation Limited, India",International Power Corporation Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"44,548",Asia,2019-07-29,2014-12-01,2024-11-30
1891,Kishanganga Hydroelectric Project,NHPC Ltd,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"1,563,247",Asia,2019-07-09,2018-03-13,2028-03-12
1892,SOLAR GROUPED PROJECT BY EPSA-CELSIA,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002; AMS-I.D.,Registered,Colombia,"103,799",Latin America,2019-09-04,2017-09-03,2027-09-02
1890,Grid Connected Solar Energy Project,Apraava Energy Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"289,503",Asia,2019-05-08,2017-08-07,2027-08-06
722,Guangdong Huizhou LNG Power Generation Project,"Guangdong Huizhou LNG Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,AM0029,Registered,China,"630,484",Asia,2020-04-06,,
1888,Larimer County Landfill Gas Flaring Project,"3Degrees Group, Inc..",Waste handling and disposal,,Methodology Under Development,Registered,United States,"18,637",North America,2019-12-23,,
1885,Ejuva One and Ejuva Two Solar Projects,AERA Group,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,Namibia,"26,265",Africa,2019-07-24,2017-09-27,2027-09-26
1884,Bikes for the Planet - Brazil,ZSCORE S. A.,Transport,,AMS-III.BM,Registered,Brazil,167,Latin America,2020-06-04,2018-01-30,2028-01-29
1882,REDD+ PROJECT IN THE ALTO HUAYABAMBA CONSERVATION CONCESSION (CCAH),Asociacion Amazonicos por la Amazonía,Agriculture Forestry and Other Land Use,REDD,VM0015,Registered,Peru,"53,179",Latin America,2019-07-31,2013-10-30,2047-10-29
1883,Pichacay Landfill Gas Renewable Energy Project,EMAC-BGP ENERGY COMPANÍA DE ECONOMÍA MIXTA CEM,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.D.; AMS-III.G.,Registered,Ecuador,"33,237",Asia,2019-04-10,2017-07-27,2027-07-26
447,"12.5 MW Bundled grid-connected wind electricity generation project in Karnataka, India",Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,"26,905",Asia,2020-04-06,,
1881,Conservation of Panama Forests - Reduction of GHG Emissions from Deforestation. Grouped Project,Panamanian Pro Carbon Association (Asociación Panameña Pro Carbono. Approcarbono),Agriculture Forestry and Other Land Use,REDD,VM0015,Registered,Panama,"17,170",Latin America,2024-07-12,2016-10-27,2046-10-26
1877,Thangarabalu Small Hydel Project at Karnataka,Kare Power Resources Private Limited. (KPRPL),Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"53,983",Asia,2021-03-12,2015-09-16,2025-09-15
1878,"Bundled renewable energy project in Gujarat and Karnataka, India",Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,"11,842",Asia,2019-03-20,2018-03-08,2028-03-07
1875,Guangxi Fusui Qiquan biomass power generation project,"Guangxi Fusui Qiquan biomass power generation Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0018,Registered,China,"117,822",Asia,2019-03-15,2018-12-11,2028-12-10
1870,Gezin Solar Power Project,Solarges Elektrik Üretim A.Ş,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,Turkey,"3,952",Asia,2020-04-06,2018-01-15,2028-01-14
1869,"Yagual - Carbon Sequestration Grouped Project for the Restoration, Conservation and Sustainable Production in the Guerrero, Sumapaz and Rabanal Paramo Systems",Société de gestion de projets ECOTIERRA Inc.,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registered,Colombia,"13,619",Latin America,2020-06-04,2018-12-19,2048-12-18
1868,GUACHICONO SMALL HYDROELECTRIC PROJECT,GELEC GUACHICONO S.A.S .E.S.P,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,Colombia,"20,049",Latin America,2021-03-10,2021-07-01,2031-06-30
1867,Ningxia Xiangshan Wind Farm Project,"Ningxia Zhongwei Aluminum New Energy Co., Ltd",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"727,982",Asia,2019-04-11,2017-04-15,2027-04-14
1866,XinJiang Makit County Afforestation Carbon Sequestration Project,"Makit Base Junlian Cotton Industry Co., Ltd.",Agriculture Forestry and Other Land Use,ARR; IFM; REDD,AR-ACM0003,Registered,China,"90,393",Asia,2020-04-06,2014-03-10,2054-03-09
